"日期","收盘","开盘","高","低","交易量","涨跌幅"
"2019年9月15日","189.10","188.17","190.23","185.92","7.30M","0.50%"
"2019年9月14日","188.16","181.06","188.54","180.09","8.63M","3.89%"
"2019年9月13日","181.11","180.87","181.53","177.79","7.68M","0.13%"
"2019年9月12日","180.87","178.48","182.37","176.85","7.19M","1.35%"
"2019年9月11日","178.47","180.05","182.27","174.86","10.66M","-0.88%"
"2019年9月10日","180.05","180.64","184.16","177.44","8.27M","-0.33%"
"2019年9月9日","180.65","181.45","184.76","176.25","9.64M","-0.44%"
"2019年9月8日","181.44","177.76","183.42","177.36","8.34M","2.08%"
"2019年9月7日","177.74","169.14","180.63","168.42","9.05M","5.08%"
"2019年9月6日","169.15","173.82","177.79","166.16","9.98M","-2.70%"
"2019年9月5日","173.83","174.80","175.56","170.54","7.40M","-0.55%"
"2019年9月4日","174.79","178.82","180.06","173.85","7.55M","-2.25%"
"2019年9月3日","178.81","178.10","182.59","175.37","9.03M","0.39%"
"2019年9月2日","178.11","169.72","180.56","169.45","9.27M","4.94%"
"2019年9月1日","169.72","171.62","173.22","167.08","7.80M","-1.11%"
"2019年8月31日","171.62","168.14","174.43","166.16","7.89M","2.06%"
"2019年8月30日","168.16","168.68","170.27","165.38","7.49M","-0.29%"
"2019年8月29日","168.66","172.85","173.05","164.04","9.55M","-2.43%"
"2019年8月28日","172.85","186.60","187.13","167.57","9.72M","-7.36%"
"2019年8月27日","186.58","188.36","188.61","184.26","7.19M","-0.93%"
"2019年8月26日","188.34","186.32","193.09","186.02","9.02M","1.09%"
"2019年8月25日","186.30","190.16","191.49","182.81","7.58M","-2.02%"
"2019年8月24日","190.15","193.42","193.47","186.13","8.38M","-1.70%"
"2019年8月23日","193.43","190.29","195.32","175.80","8.56M","1.65%"
"2019年8月22日","190.29","187.27","194.42","182.97","9.97M","1.63%"
"2019年8月21日","187.24","196.15","196.78","181.29","12.98M","-4.54%"
"2019年8月20日","196.14","201.65","201.96","194.55","10.01M","-2.73%"
"2019年8月19日","201.64","193.67","202.81","192.33","8.14M","4.11%"
"2019年8月18日","193.68","184.83","197.17","182.96","9.11M","4.80%"
"2019年8月17日","184.81","184.55","186.12","181.58","8.78M","0.14%"
"2019年8月16日","184.55","187.67","188.03","179.35","11.33M","-1.73%"
"2019年8月15日","187.80","186.59","189.30","176.08","14.03M","0.66%"
"2019年8月14日","186.56","207.68","209.43","183.74","12.46M","-10.17%"
"2019年8月13日","207.68","210.48","211.01","106.01","18.29M","-1.32%"
"2019年8月12日","210.45","215.84","215.97","209.49","7.94M","-2.49%"
"2019年8月11日","215.83","205.92","216.23","205.64","7.63M","4.81%"
"2019年8月10日","205.93","209.46","213.53","202.35","8.70M","-1.70%"
"2019年8月9日","209.49","220.12","220.49","206.40","9.66M","-4.84%"
"2019年8月8日","220.16","224.68","226.11","215.57","7.54M","-2.00%"
"2019年8月7日","224.66","225.62","229.22","220.62","7.90M","-0.43%"
"2019年8月6日","225.63","232.45","237.47","222.46","9.35M","-2.93%"
"2019年8月5日","232.45","220.76","235.00","220.75","9.79M","5.31%"
"2019年8月4日","220.72","220.89","222.21","216.31","6.51M","-0.08%"
"2019年8月3日","220.89","216.52","223.00","215.52","6.99M","2.01%"
"2019年8月2日","216.54","216.37","220.84","213.93","7.56M","0.08%"
"2019年8月1日","216.37","217.23","217.55","211.23","7.09M","-0.40%"
"2019年7月31日","217.23","208.49","218.19","208.17","7.51M","4.19%"
"2019年7月30日","208.49","209.81","212.88","204.54","7.15M","-0.63%"
"2019年7月29日","209.82","210.39","214.45","207.37","7.20M","-0.26%"
"2019年7月28日","210.37","206.64","212.01","199.68","7.54M","1.81%"
"2019年7月27日","206.62","217.80","222.70","203.50","8.55M","-5.15%"
"2019年7月26日","217.83","217.65","218.65","212.07","6.96M","0.09%"
"2019年7月25日","217.65","215.45","224.05","214.79","8.42M","1.02%"
"2019年7月24日","215.44","211.86","217.02","202.30","9.72M","1.69%"
"2019年7月23日","211.87","217.27","218.03","208.31","8.70M","-2.49%"
"2019年7月22日","217.27","225.03","227.47","212.46","8.60M","-3.44%"
"2019年7月21日","225.01","227.83","228.76","217.72","8.50M","-1.25%"
"2019年7月20日","227.86","220.11","233.70","219.80","9.12M","3.53%"
"2019年7月19日","220.09","225.23","225.68","213.57","9.38M","-2.28%"
"2019年7月18日","225.23","210.95","228.42","206.47","12.65M","6.77%"
"2019年7月17日","210.95","198.88","219.13","192.91","13.51M","6.07%"
"2019年7月16日","198.87","228.49","234.41","193.48","14.52M","-12.96%"
"2019年7月15日","228.49","226.56","235.43","204.39","14.59M","0.82%"
"2019年7月14日","226.62","269.12","269.62","223.95","11.86M","-15.80%"
"2019年7月13日","269.16","274.68","275.04","262.85","7.84M","-2.01%"
"2019年7月12日","274.68","268.72","278.33","266.81","7.95M","2.22%"
"2019年7月11日","268.72","289.13","289.14","263.08","11.36M","-7.05%"
"2019年7月10日","289.10","307.44","313.81","281.53","12.44M","-5.96%"
"2019年7月9日","307.41","312.23","317.94","303.38","9.13M","-1.54%"
"2019年7月8日","312.23","304.87","313.15","301.60","8.50M","2.41%"
"2019年7月7日","304.88","288.11","309.42","285.28","8.43M","5.83%"
"2019年7月6日","288.08","287.16","296.06","285.61","7.56M","0.32%"
"2019年7月5日","287.15","283.36","293.61","281.92","7.80M","1.31%"
"2019年7月4日","283.43","300.51","301.56","281.18","7.26M","-5.70%"
"2019年7月3日","300.58","291.48","301.64","289.39","7.90M","3.14%"
"2019年7月2日","291.41","294.87","297.00","273.07","10.30M","-1.16%"
"2019年7月1日","294.83","292.23","303.00","280.35","9.57M","0.90%"
"2019年6月30日","292.21","318.26","323.21","290.78","9.82M","-8.25%"
"2019年6月29日","318.48","310.52","324.13","295.44","9.03M","2.55%"
"2019年6月28日","310.56","297.73","312.70","295.30","9.93M","4.37%"
"2019年6月27日","297.55","338.54","345.83","279.82","16.13M","-12.11%"
"2019年6月26日","338.54","317.65","364.89","315.99","15.73M","6.58%"
"2019年6月25日","317.65","311.47","318.49","307.75","8.51M","1.99%"
"2019年6月24日","311.46","308.51","313.67","297.90","7.10M","0.95%"
"2019年6月23日","308.53","310.39","320.79","306.12","8.49M","-0.59%"
"2019年6月22日","310.38","294.69","314.00","292.09","10.69M","5.31%"
"2019年6月21日","294.72","271.45","295.72","271.45","11.06M","8.58%"
"2019年6月20日","271.43","268.26","273.18","264.83","7.04M","1.18%"
"2019年6月19日","268.26","264.59","269.79","263.61","6.23M","1.39%"
"2019年6月18日","264.59","273.02","273.26","261.76","7.39M","-3.08%"
"2019年6月17日","273.00","268.00","274.14","266.96","7.41M","1.87%"
"2019年6月16日","267.98","267.74","282.75","263.96","8.66M","0.09%"
"2019年6月15日","267.75","262.53","271.61","260.92","6.52M","1.99%"
"2019年6月14日","262.53","254.89","268.81","252.01","6.87M","3.01%"
"2019年6月13日","254.86","261.38","262.47","254.02","7.30M","-2.55%"
"2019年6月12日","261.54","244.38","261.67","242.57","7.89M","7.01%"
"2019年6月11日","244.41","246.85","247.77","237.60","6.92M","-0.99%"
"2019年6月10日","246.86","231.21","246.99","227.38","8.39M","6.74%"
"2019年6月9日","231.27","243.43","244.36","227.00","7.80M","-4.99%"
"2019年6月8日","243.42","248.98","250.51","241.09","6.23M","-2.23%"
"2019年6月7日","248.98","248.63","253.12","244.33","7.41M","0.18%"
"2019年6月6日","248.54","245.81","250.00","236.40","7.72M","1.10%"
"2019年6月5日","245.83","241.27","248.24","237.94","8.64M","1.89%"
"2019年6月4日","241.26","250.26","251.47","235.35","11.39M","-3.64%"
"2019年6月3日","250.37","269.03","269.77","248.77","9.23M","-6.93%"
"2019年6月2日","269.01","264.26","272.64","263.59","7.31M","1.78%"
"2019年6月1日","264.31","267.94","274.94","261.14","9.06M","-1.37%"
"2019年5月31日","267.99","254.57","268.70","246.61","11.63M","5.29%"
"2019年5月30日","254.52","268.62","287.99","241.51","15.52M","-5.24%"
"2019年5月29日","268.61","271.16","273.72","260.85","22.33M","-0.95%"
"2019年5月28日","271.18","270.97","275.39","265.50","9.35M","0.08%"
"2019年5月27日","270.98","264.66","279.07","262.96","11.58M","2.38%"
"2019年5月26日","264.68","250.69","268.75","245.92","10.06M","5.59%"
"2019年5月25日","250.68","249.20","256.90","247.90","8.58M","0.61%"
"2019年5月24日","249.17","244.68","254.22","241.74","10.07M","1.83%"
"2019年5月23日","244.68","244.35","247.30","231.89","13.07M","0.14%"
"2019年5月22日","244.34","253.70","259.70","241.68","10.83M","-3.71%"
"2019年5月21日","253.76","250.72","261.59","246.85","10.24M","1.21%"
"2019年5月20日","250.72","259.68","259.68","238.64","12.38M","-3.43%"
"2019年5月19日","259.63","233.87","263.05","232.85","14.38M","11.01%"
"2019年5月18日","233.89","244.38","247.84","232.13","13.93M","-4.32%"
"2019年5月17日","244.45","264.68","267.80","224.62","22.54M","-7.65%"
"2019年5月16日","264.69","248.14","278.52","244.27","25.14M","6.66%"
"2019年5月15日","248.15","217.34","249.78","217.32","18.66M","14.13%"
"2019年5月14日","217.42","196.00","220.02","195.22","16.80M","10.92%"
"2019年5月13日","196.02","188.09","206.10","185.69","14.80M","4.22%"
"2019年5月12日","188.07","192.17","202.93","182.81","18.52M","-2.18%"
"2019年5月11日","192.27","172.78","204.72","172.75","20.90M","11.28%"
"2019年5月10日","172.77","170.85","175.78","168.86","12.73M","1.13%"
"2019年5月9日","170.84","170.76","173.28","167.03","10.03M","0.04%"
"2019年5月8日","170.77","169.34","172.68","165.70","9.75M","0.84%"
"2019年5月7日","169.34","172.99","181.39","169.06","15.23M","-2.11%"
"2019年5月6日","173.00","163.03","176.98","159.66","12.97M","6.11%"
"2019年5月5日","163.03","163.67","165.25","159.56","8.54M","-0.39%"
"2019年5月4日","163.68","167.87","171.04","160.36","10.23M","-2.49%"
"2019年5月3日","167.86","161.66","169.80","160.86","10.23M","3.83%"
"2019年5月2日","161.66","160.35","162.88","159.22","8.13M","0.80%"
"2019年5月1日","160.38","161.84","163.70","158.85","7.74M","-0.88%"
"2019年4月30日","161.80","154.94","162.56","154.94","9.57M","4.44%"
"2019年4月29日","154.93","158.30","159.16","152.60","10.69M","-2.11%"
"2019年4月28日","158.27","159.43","160.28","157.54","8.28M","-0.71%"
"2019年4月27日","159.41","157.96","161.95","156.74","8.51M","0.91%"
"2019年4月26日","157.97","155.16","161.82","152.32","11.52M","1.80%"
"2019年4月25日","155.18","165.23","165.81","151.73","10.78M","-6.07%"
"2019年4月24日","165.22","169.94","170.53","154.87","11.61M","-2.78%"
"2019年4月23日","169.95","170.87","175.92","169.01","10.17M","-0.54%"
"2019年4月22日","170.87","168.50","172.32","167.07","8.62M","1.39%"
"2019年4月21日","168.52","172.89","173.42","164.81","8.78M","-2.43%"
"2019年4月20日","172.73","172.79","176.71","170.17","8.19M","-0.04%"
"2019年4月19日","172.79","173.34","173.41","169.15","9.26M","-0.31%"
"2019年4月18日","173.33","165.91","175.02","165.38","10.16M","4.48%"
"2019年4月17日","165.90","165.61","167.21","164.26","7.56M","0.16%"
"2019年4月16日","165.65","160.16","166.64","159.52","7.66M","3.42%"
"2019年4月15日","160.17","167.30","168.63","153.65","7.71M","-4.25%"
"2019年4月14日","167.29","163.19","168.18","161.52","5.89M","2.51%"
"2019年4月13日","163.19","163.46","165.27","161.34","5.52M","-0.17%"
"2019年4月12日","163.47","164.37","166.08","158.93","7.12M","-0.54%"
"2019年4月11日","164.36","177.39","177.63","159.60","11.11M","-7.33%"
"2019年4月10日","177.37","175.09","183.49","171.61","12.10M","1.30%"
"2019年4月9日","175.09","179.16","179.24","172.15","10.82M","-2.27%"
"2019年4月8日","179.16","174.32","185.54","171.87","14.83M","2.77%"
"2019年4月7日","174.33","165.58","175.37","164.17","9.88M","5.30%"
"2019年4月6日","165.55","164.93","172.53","160.22","10.37M","0.37%"
"2019年4月5日","164.93","157.43","167.34","156.42","10.06M","4.77%"
"2019年4月4日","157.43","160.34","164.33","153.26","13.55M","-1.81%"
"2019年4月3日","160.34","163.47","177.29","152.24","47.66M","-1.92%"
"2019年4月2日","163.47","141.50","165.42","141.29","36.03M","15.53%"
"2019年4月1日","141.50","141.77","143.28","140.26","11.85M","-0.20%"
"2019年3月31日","141.79","142.65","142.69","140.71","9.33M","-0.60%"
"2019年3月30日","142.65","143.38","145.85","140.43","12.81M","-0.51%"
"2019年3月29日","143.38","138.17","143.53","138.13","12.09M","3.79%"
"2019年3月28日","138.15","139.63","140.33","137.68","9.52M","-1.08%"
"2019年3月27日","139.65","134.37","140.08","133.89","15.47M","3.93%"
"2019年3月26日","134.37","134.25","134.99","132.61","9.47M","0.08%"
"2019年3月25日","134.25","136.44","137.05","132.36","11.49M","-1.60%"
"2019年3月24日","136.44","137.53","137.53","135.50","9.66M","-0.79%"
"2019年3月23日","137.53","136.42","138.30","135.76","9.16M","0.81%"
"2019年3月22日","136.42","135.11","137.44","134.65","10.18M","0.97%"
"2019年3月21日","135.11","139.32","139.74","133.05","12.95M","-3.02%"
"2019年3月20日","139.31","138.72","139.75","136.56","10.46M","0.42%"
"2019年3月19日","138.72","137.92","139.50","137.10","10.84M","0.58%"
"2019年3月18日","137.92","138.91","141.87","136.86","12.87M","-0.71%"
"2019年3月17日","138.91","141.15","141.17","137.61","9.79M","-1.59%"
"2019年3月16日","141.15","136.77","143.95","136.75","16.89M","3.21%"
"2019年3月15日","136.75","132.44","137.68","132.44","12.55M","3.25%"
"2019年3月14日","132.45","131.97","134.82","130.48","9.79M","0.36%"
"2019年3月13日","131.97","133.81","133.84","131.20","9.59M","-1.37%"
"2019年3月12日","133.80","132.99","134.93","129.14","13.03M","0.61%"
"2019年3月11日","132.99","135.72","136.23","131.66","11.17M","-2.01%"
"2019年3月10日","135.72","137.52","137.75","134.53","9.21M","-1.31%"
"2019年3月9日","137.52","133.84","138.57","133.38","10.79M","2.74%"
"2019年3月8日","133.85","136.93","139.45","131.66","12.38M","-2.25%"
"2019年3月7日","136.93","137.62","139.98","135.72","13.29M","-0.50%"
"2019年3月6日","137.62","136.82","149.49","133.94","14.70M","0.58%"
"2019年3月5日","136.82","125.97","141.11","125.44","16.74M","8.61%"
"2019年3月4日","125.97","131.02","131.57","123.25","14.11M","-3.85%"
"2019年3月3日","131.01","132.77","168.42","129.05","10.64M","-1.32%"
"2019年3月2日","132.76","135.72","136.36","130.74","11.29M","-2.18%"
"2019年3月1日","135.72","135.47","138.06","128.46","9.73M","0.18%"
"2019年2月28日","135.47","135.20","138.56","133.09","16.08M","0.20%"
"2019年2月27日","135.20","136.66","159.60","128.15","16.11M","-1.08%"
"2019年2月26日","136.67","138.26","138.66","134.48","11.75M","-1.15%"
"2019年2月25日","138.27","132.94","141.57","132.85","10.55M","4.02%"
"2019年2月24日","132.93","158.31","165.79","132.87","14.30M","-16.03%"
"2019年2月23日","158.30","147.97","159.31","146.28","8.31M","6.99%"
"2019年2月22日","147.97","145.79","148.83","144.27","6.79M","1.50%"
"2019年2月21日","145.78","149.01","149.55","143.50","7.21M","-2.23%"
"2019年2月20日","149.11","144.02","149.46","140.88","8.61M","3.54%"
"2019年2月19日","144.01","145.79","149.84","143.80","9.90M","-1.22%"
"2019年2月18日","145.80","133.79","147.64","125.07","11.93M","8.98%"
"2019年2月17日","133.79","122.88","135.27","122.78","8.67M","8.89%"
"2019年2月16日","122.87","121.72","124.50","121.71","5.33M","0.94%"
"2019年2月15日","121.73","120.97","124.00","120.87","5.69M","0.63%"
"2019年2月14日","120.97","122.21","124.46","120.44","5.81M","-1.02%"
"2019年2月13日","122.22","122.66","126.17","121.06","6.17M","-0.35%"
"2019年2月12日","122.64","121.32","123.99","119.28","5.74M","1.10%"
"2019年2月11日","121.30","124.94","125.05","119.55","6.13M","-2.89%"
"2019年2月10日","124.92","119.44","125.46","116.42","6.32M","4.59%"
"2019年2月9日","119.44","119.27","121.09","117.96","5.21M","0.17%"
"2019年2月8日","119.23","104.55","122.58","103.89","9.19M","14.05%"
"2019年2月7日","104.55","104.63","106.12","104.29","5.05M","-0.08%"
"2019年2月6日","104.63","107.37","107.67","102.28","6.15M","-2.55%"
"2019年2月5日","107.37","107.91","108.32","106.60","4.67M","-0.50%"
"2019年2月4日","107.90","107.63","109.24","106.95","5.02M","0.27%"
"2019年2月3日","107.62","110.67","111.25","106.36","5.01M","-2.77%"
"2019年2月2日","110.68","106.99","111.16","106.29","4.23M","3.46%"
"2019年2月1日","106.98","106.74","108.54","104.41","4.98M","0.26%"
"2019年1月31日","106.71","108.51","110.56","105.86","5.11M","-1.66%"
